AUTHOR,BINDING,ISBN10,ISBN13,LINK,PRICE,PUBDATE,PUBLISHER,SUMMARY,TAGS,TITLE,
Ben Forta,null,null,9787115164742,http://book.douban.com/subject/2269648/,29.00元,null,null,null,null,正则表达式必知必会,
